core	NoseWrapper	test	label verbose extra_argv doctests	run tests for module using nose %(test_header)s
tsa.statespace		reorder_missing_vector	vector missing inplace prefix	reorder the elements of a time-varying vector where all non-missing values are in the first elements of the vector
tsa.statespace		copy_missing_matrix	A B missing missing_rows	copy the rows or columns of a time-varying matrix where all non-missing values are in the upper left corner of the matrix
tsa.statespace		copy_missing_vector	a b missing inplace	reorder the elements of a time-varying vector where all non-missing values are in the first elements of the vector
tsa.statespace		copy_index_matrix	A B index index_rows	copy the rows or columns of a time-varying matrix where all non-index values are in the upper left corner of the matrix
tsa.statespace		copy_index_vector	a b index inplace	reorder the elements of a time-varying vector where all non-index values are in the first elements of the vector
tsa.statespace	MLEModel	prepare_data		prepare data for use in the state space representation
tsa.statespace	MLEModel	initialize_statespace		initialize the state space representation parameters
tsa.statespace	MLEModel	set_filter_method	filter_method	set the filtering method the filtering method controls aspects of which kalman filtering
tsa.statespace	MLEModel	set_inversion_method	inversion_method	set the inversion method the kalman filter may contain one matrix inversion that of the
tsa.statespace	MLEModel	set_stability_method	stability_method	set the numerical stability method the kalman filter is a recursive algorithm that may in some cases
tsa.statespace	MLEModel	set_conserve_memory	conserve_memory	set the memory conservation method by default the kalman filter computes a number of intermediate
tsa.statespace	MLEModel	set_smoother_output	smoother_output	set the smoother output the smoother can produce several types of results
tsa.statespace	MLEModel	fit	start_params transformed cov_type cov_kwds	fits the model by maximum likelihood via kalman filter
tsa.statespace	MLEModel	filter	params transformed complex_step cov_type	kalman filtering parameters
tsa.statespace	MLEModel	smooth	params transformed complex_step cov_type	kalman smoothing parameters
tsa.statespace	MLEModel	loglike	params	loglikelihood evaluation parameters
tsa.statespace	MLEModel	loglikeobs	params transformed complex_step	loglikelihood evaluation parameters
tsa.statespace	MLEModel	simulation_smoother	simulation_output	retrieve a simulation smoother for the state space model
tsa.statespace	MLEModel	observed_information_matrix	params transformed approx_complex_step approx_centered	observed information matrix parameters
tsa.statespace	MLEModel	opg_information_matrix	params transformed approx_complex_step	outer product of gradients information matrix parameters
tsa.statespace	MLEModel	score	params	compute the score function at params
tsa.statespace	MLEModel	score_obs	params method transformed approx_complex_step	compute the score per observation evaluated at params parameters
tsa.statespace	MLEModel	hessian	params	hessian matrix of the likelihood function evaluated at the given parameters
tsa.statespace	MLEModel	_hessian_oim	params	hessian matrix computed using the harvey 1989 information matrix
tsa.statespace	MLEModel	_hessian_opg	params	hessian matrix computed using the outer product of gradients
tsa.statespace	MLEModel	_hessian_complex_step	params	hessian matrix computed by second-order complex-step differentiation on the loglike function
tsa.statespace	MLEModel	start_params		array starting parameters for maximum likelihood estimation
tsa.statespace	MLEModel	param_names		list of str list of human readable parameter names for parameters actually included in the model
tsa.statespace	MLEModel	transform_jacobian	unconstrained approx_centered	jacobian matrix for the parameter transformation function parameters
tsa.statespace	MLEModel	transform_params	unconstrained	transform unconstrained parameters used by the optimizer to constrained parameters used in likelihood evaluation
tsa.statespace	MLEModel	untransform_params	constrained	transform constrained parameters used in likelihood evaluation to unconstrained parameters used by the optimizer
tsa.statespace	MLEModel	update	params transformed complex_step	update the parameters of the model parameters
tsa.statespace	MLEModel	simulate	params nsimulations measurement_shocks state_shocks	simulate a new time series following the state space model parameters
tsa.statespace	MLEModel	impulse_responses	params steps impulse orthogonalized	impulse response function parameters
tsa.statespace	MLEModel	from_formula	cls formula data subset	not implemented for state space models
tsa.statespace	MLEResults	_get_robustcov_results	cov_type	create new results instance with specified covariance estimator as default
tsa.statespace	MLEResults	aic		float akaike information criterion
tsa.statespace	MLEResults	bic		float bayes information criterion
tsa.statespace	MLEResults	cov_params_approx		array the variance / covariance matrix computed using the numerical
tsa.statespace	MLEResults	cov_params_oim		array the variance / covariance matrix computed using the method
tsa.statespace	MLEResults	cov_params_opg		array the variance / covariance matrix computed using the outer
tsa.statespace	MLEResults	cov_params_robust		array the qmle variance / covariance matrix alias for
tsa.statespace	MLEResults	cov_params_robust_oim		array the qmle variance / covariance matrix computed using the
tsa.statespace	MLEResults	cov_params_robust_approx		array the qmle variance / covariance matrix computed using the
tsa.statespace	MLEResults	info_criteria	criteria method	information criteria parameters
tsa.statespace	MLEResults	fittedvalues		array the predicted values of the model an (nobs x k_endog) array
tsa.statespace	MLEResults	hqic		float hannan-quinn information criterion
tsa.statespace	MLEResults	llf_obs		float the value of the log-likelihood function evaluated at params
tsa.statespace	MLEResults	llf		float the value of the log-likelihood function evaluated at params
tsa.statespace	MLEResults	loglikelihood_burn		float the number of observations during which the likelihood is not evaluated
tsa.statespace	MLEResults	pvalues		array the p-values associated with the z-statistics of the coefficients
tsa.statespace	MLEResults	resid		array the model residuals an (nobs x k_endog) array
tsa.statespace	MLEResults	zvalues		array the z-statistics for the coefficients
tsa.statespace	MLEResults	test_normality	method	test for normality of standardized residuals
tsa.statespace	MLEResults	test_heteroskedasticity	method alternative use_f	test for heteroskedasticity of standardized residuals tests whether the sum-of-squares in the first third of the sample is
tsa.statespace	MLEResults	test_serial_correlation	method lags	ljung-box test for no serial correlation of standardized residuals null hypothesis is no serial correlation
tsa.statespace	MLEResults	get_prediction	start end dynamic index	in-sample prediction and out-of-sample forecasting parameters
tsa.statespace	MLEResults	get_forecast	steps	out-of-sample forecasts parameters
tsa.statespace	MLEResults	predict	start end dynamic	in-sample prediction and out-of-sample forecasting parameters
tsa.statespace	MLEResults	forecast	steps	out-of-sample forecasts parameters
tsa.statespace	MLEResults	simulate	nsimulations measurement_shocks state_shocks initial_state	simulate a new time series following the state space model parameters
tsa.statespace	MLEResults	impulse_responses	steps impulse orthogonalized cumulative	impulse response function parameters
tsa.statespace	MLEResults	plot_diagnostics	variable lags fig figsize	diagnostic plots for standardized residuals of one endogenous variable parameters
tsa.statespace	MLEResults	summary	alpha start title model_name	summarize the model parameters
tsa.statespace	KalmanFilter	set_filter_method	filter_method	set the filtering method the filtering method controls aspects of which kalman filtering
tsa.statespace	KalmanFilter	set_inversion_method	inversion_method	set the inversion method the kalman filter may contain one matrix inversion that of the
tsa.statespace	KalmanFilter	set_stability_method	stability_method	set the numerical stability method the kalman filter is a recursive algorithm that may in some cases
tsa.statespace	KalmanFilter	set_conserve_memory	conserve_memory	set the memory conservation method by default the kalman filter computes a number of intermediate
tsa.statespace	KalmanFilter	set_filter_timing	alternate_timing	set the filter timing convention by default the kalman filter follows durbin and koopman 2012 in
tsa.statespace	KalmanFilter	filter	filter_method inversion_method stability_method conserve_memory	apply the kalman filter to the statespace model
tsa.statespace	KalmanFilter	loglike		calculate the loglikelihood associated with the statespace model
tsa.statespace	KalmanFilter	loglikeobs		calculate the loglikelihood for each observation associated with the statespace model
tsa.statespace	KalmanFilter	simulate	nsimulations measurement_shocks state_shocks initial_state	simulate a new time series following the state space model parameters
tsa.statespace	KalmanFilter	impulse_responses	steps impulse orthogonalized cumulative	impulse response function parameters
tsa.statespace	FilterResults	update_representation	model only_options	update the results to match a given model parameters
tsa.statespace	FilterResults	update_filter	kalman_filter	update the filter results parameters
tsa.statespace	FilterResults	kalman_gain		kalman gain matrices
tsa.statespace	FilterResults	standardized_forecasts_error		standardized forecast errors notes
tsa.statespace	FilterResults	predict	start end dynamic	in-sample and out-of-sample prediction for state space models generally parameters
tsa.statespace	PredictionResults	__getattr__	attr	provide access to the representation and filtered output in the appropriate range (start - end)
tsa.statespace	SARIMAX	initialize		initialize the sarimax model
tsa.statespace	SARIMAX	initialize_state	variance complex_step	initialize state and state covariance arrays in preparation for the kalman filter
tsa.statespace	SARIMAX	initial_design		initial design matrix
tsa.statespace	SARIMAX	initial_state_intercept		initial state intercept vector
tsa.statespace	SARIMAX	initial_transition		initial transition matrix
tsa.statespace	SARIMAX	initial_selection		initial selection matrix
tsa.statespace	SARIMAX	start_params		starting parameters for maximum likelihood estimation
tsa.statespace	SARIMAX	endog_names	latex	names of endogenous variables
tsa.statespace	SARIMAX	param_terms		list of parameters actually included in the model in sorted order
tsa.statespace	SARIMAX	param_names		list of human readable parameter names for parameters actually included in the model
tsa.statespace	SARIMAX	model_orders		the orders of each of the polynomials in the model
