<tt style='background-color:#E8E8E8;'> abstract boolean <a href='http://www.php.net/manual/de/class.arrayaccess.php' stype='text-decoration'>ArrayAccess</a> :: <a href='http://www.php.net/manual/de/arrayaccess.offsetexists.php' style='text-decoration:none'> offsetExists </a> ( $offset=mixed )</tt>	Prüft ob ein offset-punkt existiert oder nicht
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.bcscale.php' style='text-decoration:none'> bcscale </a> ( $scale=int )</tt>	Diese funktionen legt die standard-genauigkeit aller im folgenden aufgerufenden bcmath-funktionen fest die nicht explizit die genauigkeit angeben
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.bcsqrt.php' style='text-decoration:none'> bcsqrt </a> ( $operand=string $scale=int )</tt>	Liefert die quadratwurzel von operand
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.bcsub.php' style='text-decoration:none'> bcsub </a> ( $left_operand=string $right_operand=string $scale=int )</tt>	Subtrahiert den right_operand vom left_operand
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.bin2hex.php' style='text-decoration:none'> bin2hex </a> ( $str=string )</tt>	Gibt einen ascii-string zurück der die hexadezimale wiedergabe des parameters str enthält
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.bind-textdomain-codeset.php' style='text-decoration:none'> bind_textdomain_codeset </a> ( $domain=string $codeset=string )</tt>	Mit bind_textdomain_codeset() können sie bestimmen in welchem encoding die texte von domain von gettext() oder verwandten funktionen zurückgegeben werden
<tt style='background-color:#E8E8E8;'> private number  <a href='http://www.php.net/manual/de/function.bindec.php' style='text-decoration:none'> bindec </a> ( $binary_string=string )</tt>	Gibt die dezimale entsprechung der binären zahl aus dem binary_string -parameter zurück-
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.bindtextdomain.php' style='text-decoration:none'> bindtextdomain </a> ( $domain=string $directory=string )</tt>	Die funktion bindtextdomain() setzt den pfad für eine domain
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.bzclose.php' style='text-decoration:none'> bzclose </a> ( $bz=resource )</tt>	Schließt die vom übergebenen dateizeiger bezeichnete bzip2-datei
<tt style='background-color:#E8E8E8;'> private mixed  <a href='http://www.php.net/manual/de/function.bzcompress.php' style='text-decoration:none'> bzcompress </a> ( $source=string $blocksize=int $workfactor=int )</tt>	Komprimiert den übergebenen string und gibt ihn als bzip2-komprimierte daten zurück
<tt style='background-color:#E8E8E8;'> private mixed  <a href='http://www.php.net/manual/de/function.bzdecompress.php' style='text-decoration:none'> bzdecompress </a> ( $source=string $small=int )</tt>	Dekomprimiert die übergebene zeichenkette die bzip2-kodierte daten enthält
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.bzerrno.php' style='text-decoration:none'> bzerrno </a> ( $bz=resource )</tt>	Gibt die fehlernummer eines beliebigen bzip2-fehlers der von übergebenen dateizeiger zurückgegeben wird
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.bzerror.php' style='text-decoration:none'> bzerror </a> ( $bz=resource )</tt>	Gibt die fehlernummer und die fehlermeldung eines beliebigen vom gegebenen dateizeiger gelieferten bzip2-fehlers zurück
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.bzerrstr.php' style='text-decoration:none'> bzerrstr </a> ( $bz=resource )</tt>	Gibt die fehlermeldung eines bzip2-fehlers zurã¼ck der vom gegebenen dateizeiger zurã¼ckgegeben wird
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.bzflush.php' style='text-decoration:none'> bzflush </a> ( $bz=resource )</tt>	Erzwingt das schreiben aller gepufferten bzip2-daten für den dateizeiger bz
<tt style='background-color:#E8E8E8;'> private resource  <a href='http://www.php.net/manual/de/function.bzopen.php' style='text-decoration:none'> bzopen </a> ( $file=string $mode=string )</tt>	Öffnet eine bzip2-datei .bz2 zum lesen oder schreiben
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.bzread.php' style='text-decoration:none'> bzread </a> ( $bz=resource $length=int )</tt>	Liest daten vom übergebenen bzip2-dateizeiger
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.bzwrite.php' style='text-decoration:none'> bzwrite </a> ( $bz=resource $data=string $length=int )</tt>	Schreibt eine zeichenkette in den übergebenen bzip2-dateistream
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.cal-days-in-month.php' style='text-decoration:none'> cal_days_in_month </a> ( $calendar=int $month=int $year=int )</tt>	Diese funktion gibt die anzahl der tage in einem monat eines jahres für den angegebenen kalender zurück
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.cal-from-jd.php' style='text-decoration:none'> cal_from_jd </a> ( $jd=int $calendar=int )</tt>	Konvertiert den julian-tag gegeben in jd in ein datum des calendar
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.cal-info.php' style='text-decoration:none'> cal_info </a> ( $calendar=int )</tt>	Liefert informationen zum angegebenen kalender calendar
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.cal-to-jd.php' style='text-decoration:none'> cal_to_jd </a> ( $calendar=int $month=int $day=int $year=int )</tt>	Errechnet den julian-tag für ein datum in calendar
<tt style='background-color:#E8E8E8;'> private mixed  <a href='http://www.php.net/manual/de/function.call-user-func.php' style='text-decoration:none'> call_user_func </a> ( $callback=callable $parameter=mixed $...=mixed )</tt>	Ruft die funktion callback die als erster parameter übergeben wurde auf und über gibt dieser alle weiteren parameter als argumente
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.chdir.php' style='text-decoration:none'> chdir </a> ( $directory=string )</tt>	Wechselt das aktuelle verzeichnis von php zu directory
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.checkdate.php' style='text-decoration:none'> checkdate </a> ( $month=int $day=int $year=int )</tt>	Prüft die gültigkeit des durch die funktionsargumente beschriebenen datums
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.checkdnsrr.php' style='text-decoration:none'> checkdnsrr </a> ( $host=string $type=string )</tt>	Durchsucht den dns domain-name-service nach daten des typs type die zum übergebenen host gehören
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.chgrp.php' style='text-decoration:none'> chgrp </a> ( $filename=string $group=mixed )</tt>	Versucht die gruppenzugehörigkeit der datei filename zu group zu ändern
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.chmod.php' style='text-decoration:none'> chmod </a> ( $filename=string $mode=int )</tt>	Versucht die zugriffsrechte der angegebenen datei zu denen in mode definierten zu ändern
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.chown.php' style='text-decoration:none'> chown </a> ( $filename=string $user=mixed )</tt>	Ändert den eigentümer der datei filename in benutzer user
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.chr.php' style='text-decoration:none'> chr </a> ( $ascii=int )</tt>	Gibt einen ein-zeichen-string zurück der dem angegebenen ascii -wert entspricht
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.chroot.php' style='text-decoration:none'> chroot </a> ( $directory=string )</tt>	Wechselt das root-verzeichnis des aktuellen prozesses zu directory und wechselt das aktuelle arbeitsverzeichnis zu /
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.chunk-split.php' style='text-decoration:none'> chunk_split </a> ( $body=string $chunklen=int $end=string )</tt>	Kann für die aufteilung eines strings in kleinere stücke verwendet werden
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.class-exists.php' style='text-decoration:none'> class_exists </a> ( $class_name=string $autoload=bool )</tt>	Diese funktion prüft ob eine bestimmte klasse definiert wurde
<tt style='background-color:#E8E8E8;'> private void  <a href='http://www.php.net/manual/de/function.clearstatcache.php' style='text-decoration:none'> clearstatcache </a> ( $clear_realpath_cache=bool $filename=string )</tt>	Wenn sie stat() lstat() oder eine andere in der nachstehenden liste der betroffenen funktionen verwenden speichert cached php die von diesen funktionen zurückgeggebenen informationen temporär um eine bessere performance zu bieten
<tt style='background-color:#E8E8E8;'> private void  <a href='http://www.php.net/manual/de/function.closedir.php' style='text-decoration:none'> closedir </a> ( $dir_handle=resource )</tt>	Schließt den in dir_handle angegebenen verzeichnis-stream
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.closelog.php' style='text-decoration:none'> closelog </a> ( void )</tt>	Schließt den descriptor der benötigt wird um in den system-logger zu schreiben
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.com-load-typelib.php' style='text-decoration:none'> com_load_typelib </a> ( $typelib_name=string $case_insensitive=bool )</tt>	Lädt eine type library und registriert deren konstanten in der engine als wären sie mittels define() definiert worden
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.compact.php' style='text-decoration:none'> compact </a> ( $varname1=mixed $...=mixed )</tt>	Erstellt ein array mit variablen und deren werten
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.connection-aborted.php' style='text-decoration:none'> connection_aborted </a> ( void )</tt>	Überprüft ob die verbindung zum client beendet wurde
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.connection-status.php' style='text-decoration:none'> connection_status </a> ( void )</tt>	Gibt den verbindungsstatus als bitfeld zurück
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.convert-cyr-string.php' style='text-decoration:none'> convert_cyr_string </a> ( $str=string $from=string $to=string )</tt>	Konvertiert strings von einem kyrillischen zeichensatz in einen anderen
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.convert-uudecode.php' style='text-decoration:none'> convert_uudecode </a> ( $data=string )</tt>	Dekodiert eine uukodierte zeichenkette
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.convert-uuencode.php' style='text-decoration:none'> convert_uuencode </a> ( $data=string )</tt>	Verschlüsselt eine zeichenkette unter verwendung des uuencode algorithmus unix-to-unix-verschlüsselung)
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.copy.php' style='text-decoration:none'> copy </a> ( $source=string $dest=string $context=resource )</tt>	Kopiert datei source nach dest
<tt style='background-color:#E8E8E8;'> private float  <a href='http://www.php.net/manual/de/function.cos.php' style='text-decoration:none'> cos </a> ( $arg=float )</tt>	Berechnet den kosinus des winkels arg
<tt style='background-color:#E8E8E8;'> private float  <a href='http://www.php.net/manual/de/function.cosh.php' style='text-decoration:none'> cosh </a> ( $arg=float )</tt>	Berechnet den kosinus hyperbolikus des parameters arg welcher definiert ist als exp arg + exp -arg/2
