ruby	core	Abbrev	UNK	abbrev	UNK=words UNK=pattern
ruby	DRb	DRbUnknown	UNK	reload	void
ruby	DRb	DRbUnknownError	instance	new	UNK=unknown
ruby	DRb	GW	instance	new	void
ruby	DRb	GW	UNK	[]	UNK=key
ruby	DRb	GW	UNK	[]=	UNK=key UNK=v
ruby	DRb	TimerIdConv	instance	new	UNK=timeout
ruby	DRb.DRbSSLSocket	SSLConfig	instance	new	UNK=config
ruby	DRb.DRbSSLSocket	SSLConfig	UNK	[]	UNK=key
ruby	DRb.DRbSSLSocket	SSLConfig	UNK	accept	UNK=tcp
ruby	DRb.DRbSSLSocket	SSLConfig	UNK	connect	UNK=tcp
ruby	DRb.DRbSSLSocket	SSLConfig	UNK	setup_certificate	void
ruby	DRb.DRbSSLSocket	SSLConfig	UNK	setup_ssl_context	void
ruby	ACL	ACLEntry	instance	new	UNK=str
ruby	ACL	ACLEntry	UNK	match	UNK=addr
ruby	ACL	ACLList	instance	new	void
ruby	ACL	ACLList	UNK	add	UNK=str
ruby	ACL	ACLList	UNK	match	UNK=addr
ruby	core	Exception2MessageMapper	UNK	Raise	UNK=err UNK=rest
ruby	core	ERB	instance	new	UNK=str UNK=safe_level UNK=trim_mode UNK=eoutvar
ruby	core	ERB	UNK	version	void
ruby	core	ERB	UNK	def_class	UNK=superklass UNK=methodname
ruby	core	ERB	UNK	def_method	UNK=mod UNK=methodname UNK=fname
ruby	core	ERB	UNK	def_module	UNK=methodname
ruby	core	ERB	UNK	make_compiler	UNK=trim_mode
ruby	core	ERB	UNK	result	UNK=b
ruby	core	ERB	UNK	run	UNK=b
ruby	core	ERB	UNK	set_eoutvar	UNK=compiler UNK=eoutvar
ruby	ERB	DefMethod	UNK	def_erb_method	UNK=methodname UNK=erb_or_fname
ruby	ERB	Util	UNK	html_escape	UNK=s
ruby	ERB	Util	UNK	url_encode	UNK=s
ruby	core	Etc	UNK	confstr	UNK=p1
ruby	core	Etc	UNK	endgrent	void
ruby	core	Etc	UNK	endpwent	void
ruby	core	Etc	UNK	getgrent	void
ruby	core	Etc	Group	getgrgid	UNK=group_id
ruby	core	Etc	Group	getgrnam	UNK=name
ruby	core	Etc	string	getlogin	void
ruby	core	Etc	UNK	getpwent	void
ruby	core	Etc	Passwd	getpwnam	UNK=name
ruby	core	Etc	Passwd	getpwuid	UNK=uid
ruby	core	Etc	UNK	group	void
ruby	core	Etc	UNK	nprocessors	void
ruby	core	Etc	Passwd	passwd	void
ruby	core	Etc	UNK	setgrent	void
ruby	core	Etc	UNK	setpwent	void
ruby	core	Etc	UNK	sysconf	UNK=p1
ruby	core	Etc	UNK	sysconfdir	void
ruby	core	Etc	UNK	systmpdir	void
ruby	core	Etc	UNK	uname	void
ruby	core	IO	UNK	pathconf	UNK=p1
ruby	core	IO	Array	expect	UNK=pattern UNK=timeout
ruby	core	Fiddle	Handle	dlopen	UNK=library
ruby	core	Fiddle	UNK	dlunwrap	UNK=addr
ruby	core	Fiddle	UNK	dlwrap	UNK=val
ruby	core	Fiddle	UNK	free	UNK=addr
ruby	core	Fiddle	UNK	last_error	void
ruby	core	Fiddle	UNK	last_error=	UNK=error
ruby	core	Fiddle	UNK	malloc	UNK=size
ruby	core	Fiddle	UNK	realloc	UNK=addr UNK=size
ruby	core	Fiddle	UNK	win32_last_error	void
ruby	core	Fiddle	UNK	win32_last_error=	UNK=error
ruby	Fiddle	Closure	instance	new	UNK=ret UNK=args UNK=abi
ruby	Fiddle	Closure	UNK	to_i	void
ruby	Fiddle	CompositeHandler	instance	new	UNK=handlers
ruby	Fiddle	CompositeHandler	UNK	handlers	void
ruby	Fiddle	CompositeHandler	UNK	sym	UNK=symbol
ruby	Fiddle	CParser	UNK	parse_ctype	UNK=ty UNK=tymap
ruby	Fiddle	CParser	UNK	parse_signature	UNK=signature UNK=tymap
ruby	Fiddle	CParser	UNK	parse_struct_signature	UNK=signature UNK=tymap
ruby	Fiddle	CStruct	UNK	entity_class	void
ruby	Fiddle	CStructBuilder	UNK	create	UNK=klass UNK=types UNK=members
ruby	Fiddle	CStructEntity	UNK	malloc	UNK=types UNK=func
ruby	Fiddle	CStructEntity	instance	new	UNK=addr UNK=types UNK=func
ruby	Fiddle	CStructEntity	UNK	size	UNK=types
ruby	Fiddle	CStructEntity	UNK	[]	UNK=name
ruby	Fiddle	CStructEntity	UNK	[]=	UNK=name UNK=val
ruby	Fiddle	CStructEntity	UNK	assign_names	UNK=members
ruby	Fiddle	CStructEntity	UNK	set_ctypes	UNK=types
ruby	Fiddle	CUnion	UNK	entity_class	void
ruby	Fiddle	CUnionEntity	UNK	malloc	UNK=types UNK=func
ruby	Fiddle	CUnionEntity	UNK	size	UNK=types
ruby	Fiddle	CUnionEntity	UNK	set_ctypes	UNK=types
ruby	Fiddle	Function	instance	new	UNK=ptr UNK=args UNK=ret_type UNK=abi
ruby	Fiddle	Function	UNK	call	UNK=args
ruby	Fiddle	Function	UNK	to_i	void
ruby	Fiddle	Handle	UNK	sym	UNK=name
ruby	Fiddle	Handle	instance	new	UNK=library UNK=flags
ruby	Fiddle	Handle	UNK	close	void
ruby	Fiddle	Handle	bool	close_enabled?	void
ruby	Fiddle	Handle	UNK	disable_close	void
ruby	Fiddle	Handle	UNK	enable_close	void
ruby	Fiddle	Handle	UNK	to_i	void
ruby	Fiddle	Importer	UNK	[]	UNK=name
ruby	Fiddle	Importer	UNK	bind	UNK=signature UNK=opts UNK=&blk;
ruby	Fiddle	Importer	UNK	bind_function	UNK=name UNK=ctype UNK=argtype UNK=call_type UNK=&block;
ruby	Fiddle	Importer	UNK	create_value	UNK=ty UNK=val
ruby	Fiddle	Importer	UNK	dlload	UNK=libs
ruby	Fiddle	Importer	UNK	extern	UNK=signature UNK=opts
ruby	Fiddle	Importer	UNK	handler	void
ruby	Fiddle	Importer	UNK	import_function	UNK=name UNK=ctype UNK=argtype UNK=call_type
ruby	Fiddle	Importer	UNK	import_symbol	UNK=name
ruby	Fiddle	Importer	UNK	import_value	UNK=ty UNK=addr
ruby	Fiddle	Importer	UNK	sizeof	UNK=ty
ruby	Fiddle	Importer	UNK	struct	UNK=signature
ruby	Fiddle	Importer	UNK	typealias	UNK=alias_type UNK=orig_type
ruby	Fiddle	Importer	UNK	union	UNK=signature
ruby	Fiddle	Pointer	fiddle_pointer_instance	malloc	UNK=size UNK=freefunc
ruby	Fiddle	Pointer	fiddle_cptr	new	UNK=address
ruby	Fiddle	Pointer	cptr	to_ptr	UNK=val
ruby	Fiddle	Pointer	bool	+	UNK=ptr UNK=n
ruby	Fiddle	Pointer	UNK	ptr	void
ruby	Fiddle	Pointer	bool	-	UNK=ptr UNK=n
ruby	Fiddle	Pointer	UNK	ref	void
ruby	Fiddle	Pointer	bool	<=>	UNK=ptr UNK=other
ruby	Fiddle	Pointer	bool	==	UNK=ptr UNK=other
ruby	Fiddle	Pointer	bool	eql?	UNK=other
ruby	Fiddle	Pointer	Function	free	void
ruby	Fiddle	Pointer	UNK	free=	UNK=function
ruby	Fiddle	Pointer	UNK	inspect	void
ruby	Fiddle	Pointer	bool	null?	void
ruby	Fiddle	Pointer	UNK	size	void
ruby	Fiddle	Pointer	UNK	size=	UNK=size
ruby	Fiddle	Pointer	UNK	to_i	void
ruby	Fiddle	Pointer	string	to_s	void
ruby	Fiddle	Pointer	string	to_str	void
ruby	Fiddle	Pointer	UNK	to_value	void
ruby	Fiddle.Closure	BlockCaller	instance	new	UNK=ctype UNK=args UNK=abi UNK=&block;
ruby	Fiddle.Closure	BlockCaller	UNK	call	UNK=args
ruby	core	FileUtils	UNK	cd	UNK=dir UNK=options
ruby	core	FileUtils	UNK	chmod	UNK=mode UNK=list UNK=options
ruby	core	FileUtils	UNK	chmod_R	UNK=mode UNK=list UNK=options
ruby	core	FileUtils	UNK	chown	UNK=user UNK=group UNK=list UNK=options
ruby	core	FileUtils	UNK	chown_R	UNK=user UNK=group UNK=list UNK=options
ruby	core	FileUtils	UNK	compare_file	UNK=a UNK=b
ruby	core	FileUtils	UNK	compare_stream	UNK=a UNK=b
ruby	core	FileUtils	UNK	copy_entry	UNK=src UNK=dest UNK=preserve UNK=dereference_root UNK=remove_destination
ruby	core	FileUtils	UNK	copy_file	UNK=src UNK=dest UNK=preserve UNK=dereference
ruby	core	FileUtils	UNK	copy_stream	UNK=src UNK=dest
ruby	core	FileUtils	UNK	cp	UNK=src UNK=dest UNK=options
ruby	core	FileUtils	UNK	cp_r	UNK=src UNK=dest UNK=options
ruby	core	FileUtils	UNK	ln	UNK=src UNK=dest UNK=options
ruby	core	FileUtils	UNK	ln_s	UNK=src UNK=dest UNK=options
ruby	core	FileUtils	UNK	mkdir	UNK=list UNK=options
ruby	core	FileUtils	UNK	mkdir_p	UNK=list UNK=options
ruby	core	FileUtils	UNK	mv	UNK=src UNK=dest UNK=options
ruby	core	FileUtils	UNK	pwd	void
ruby	core	FileUtils	UNK	remove_dir	UNK=path UNK=force
ruby	core	FileUtils	UNK	remove_entry	UNK=path UNK=force
ruby	core	FileUtils	UNK	remove_entry_secure	UNK=path UNK=force
ruby	core	FileUtils	UNK	remove_file	UNK=path UNK=force
ruby	core	FileUtils	UNK	rm	UNK=list UNK=options
ruby	core	FileUtils	UNK	rm_f	UNK=list UNK=options
ruby	core	FileUtils	UNK	rm_r	UNK=list UNK=options
ruby	core	FileUtils	UNK	rm_rf	UNK=list UNK=options
ruby	core	FileUtils	UNK	rmdir	UNK=list UNK=options
ruby	core	FileUtils	UNK	touch	UNK=list UNK=options
ruby	core	FileUtils	bool	uptodate?	UNK=new UNK=old_list
ruby	core	Find	UNK	find	UNK=paths UNK=ignore_error: UNK=true
ruby	core	Find	UNK	prune	void
ruby	core	Forwardable	UNK	def_instance_delegator	UNK=accessor UNK=method UNK=ali
ruby	core	Forwardable	accessor	delegate	UNK=method
ruby	core	SingleForwardable	UNK	def_single_delegator	UNK=accessor UNK=method UNK=new_name
ruby	core	SingleForwardable	accessor	delegate	UNK=method
ruby	core	GDBM	instance	new	UNK=filename UNK=mode UNK=flags
ruby	core	GDBM	UNK	open	UNK=filename UNK=mode UNK=flags
ruby	core	GDBM	size	cachesize	void
ruby	core	GDBM	gdbm	clear	void
ruby	core	GDBM	UNK	close	void
ruby	core	GDBM	bool	closed?	void
ruby	core	GDBM	value	delete	UNK=key
ruby	core	GDBM	gdbm	delete_if	void
ruby	core	GDBM	gdbm	each_pair	void
ruby	core	GDBM	gdbm	each_key	void
ruby	core	GDBM	gdbm	each_value	void
ruby	core	GDBM	bool	empty?	void
ruby	core	GDBM	bool	fastmode	void
ruby	core	GDBM	value	fetch	UNK=key UNK=default
ruby	core	GDBM	bool	has_key?	UNK=k
ruby	core	GDBM	bool	has_value?	UNK=v
ruby	core	GDBM	bool	include?	UNK=k
ruby	core	GDBM	hash	invert	void
ruby	core	GDBM	key	key	UNK=value
ruby	core	GDBM	bool	key?	UNK=k
ruby	core	GDBM	array	keys	void
ruby	core	GDBM	fixnum	length	void
ruby	core	GDBM	bool	member?	UNK=k
ruby	core	GDBM	hash	reject	void
ruby	core	GDBM	gdbm	reject!	void
ruby	core	GDBM	gdbm	reorganize	void
ruby	core	GDBM	gdbm	replace	UNK=other
ruby	core	GDBM	array	select	void
ruby	core	GDBM	tuple	shift	void
ruby	core	GDBM	fixnum	size	void
ruby	core	GDBM	value	store	UNK=key UNK=value
ruby	core	GDBM	gdbm	sync	void
ruby	core	GDBM	bool	syncmode	void
ruby	core	GDBM	array	to_a	void
ruby	core	GDBM	hash	to_hash	void
ruby	core	GDBM	gdbm	update	UNK=other
ruby	core	GDBM	bool	value?	UNK=v
ruby	core	GDBM	array	values	void
ruby	core	GDBM	array	values_at	UNK=key
ruby	core	GetoptLong	instance	new	UNK=arguments
ruby	core	GetoptLong	UNK	each	void
ruby	core	GetoptLong	UNK	each_option	void
ruby	core	GetoptLong	UNK	error_message	void
ruby	core	GetoptLong	UNK	get	void
ruby	core	GetoptLong	UNK	get_option	void
ruby	core	GetoptLong	UNK	ordering=	UNK=ordering
ruby	core	GetoptLong	UNK	set_options	UNK=arguments
ruby	core	GetoptLong	UNK	terminate	void
ruby	core	GetoptLong	bool	terminated?	void
ruby	core	GetoptLong	UNK	set_error	UNK=type UNK=message
ruby	core	IO	integer	nread	void
ruby	core	IO	true,_false	ready?	void
ruby	core	IO	IO,_true	wait	void
ruby	core	IO	IO,_true	wait_readable	void
ruby	core	IO	IO	wait_writable	void
ruby	core	IO	io	nonblock	void
ruby	core	IO	bool	nonblock?	void
ruby	core	IO	UNK	console	void
ruby	core	IO	UNK	console_size	void
ruby	core	IO	UNK	default_console_size	void
ruby	core	IO	UNK	cooked	void
ruby	core	IO	UNK	cooked!	void
ruby	core	IO	UNK	echo	void
ruby	core	IO	bool	echo?	void
ruby	core	IO	char	getch	UNK=min: UNK=nil UNK=time: UNK=nil
ruby	core	IO	string	getpass	UNK=prompt
ruby	core	IO	UNK	iflush	void
ruby	core	IO	UNK	ioflush	void
ruby	core	IO	UNK	noecho	void
ruby	core	IO	UNK	oflush	void
ruby	core	IO	UNK	raw	UNK=min: UNK=nil UNK=time: UNK=nil
ruby	core	IO	UNK	raw!	UNK=min: UNK=nil UNK=time: UNK=nil
ruby	core	IO	array	winsize	void
ruby	core	IPAddr	instance	new	UNK=addr UNK=family
ruby	core	IPAddr	UNK	new_ntoh	UNK=addr
ruby	core	IPAddr	UNK	ntop	UNK=addr
ruby	core	IPAddr	UNK	<<	UNK=num
ruby	core	IPAddr	UNK	<=>	UNK=other
ruby	core	IPAddr	UNK	==	UNK=other
ruby	core	IPAddr	UNK	>>	UNK=num
ruby	core	IPAddr	bool	eql?	UNK=other
ruby	core	IPAddr	UNK	hash	void
ruby	core	IPAddr	UNK	hton	void
ruby	core	IPAddr	bool	include?	UNK=other
ruby	core	IPAddr	UNK	inspect	void
ruby	core	IPAddr	UNK	ip6_arpa	void
ruby	core	IPAddr	UNK	ip6_int	void
ruby	core	IPAddr	bool	ipv4?	void
ruby	core	IPAddr	UNK	ipv4_compat	void
ruby	core	IPAddr	bool	ipv4_compat?	void
ruby	core	IPAddr	UNK	ipv4_mapped	void
ruby	core	IPAddr	bool	ipv4_mapped?	void
ruby	core	IPAddr	bool	ipv6?	void
ruby	core	IPAddr	UNK	mask	UNK=prefixlen
ruby	core	IPAddr	UNK	native	void
ruby	core	IPAddr	UNK	reverse	void
ruby	core	IPAddr	UNK	succ	void
ruby	core	IPAddr	UNK	to_i	void
ruby	core	IPAddr	UNK	to_range	void
ruby	core	IPAddr	UNK	to_s	void
ruby	core	IPAddr	UNK	to_string	void
ruby	core	IPAddr	UNK	|	UNK=other
ruby	core	IPAddr	UNK	~	void
ruby	core	IPAddr	UNK	mask!	UNK=mask
ruby	core	IPAddr	UNK	set	UNK=addr UNK=family
ruby	core	IPSocket	UNK	getaddress	UNK=s
ruby	core	IRB	UNK	CurrentContext	void
ruby	core	IRB	UNK	JobManager	void
ruby	core	IRB	UNK	conf	void
ruby	core	IRB	UNK	initialize_tracer	void
ruby	core	IRB	UNK	irb	UNK=file UNK=main
ruby	core	IRB	UNK	irb_abort	UNK=irb UNK=exception
ruby	core	IRB	UNK	irb_at_exit	void
ruby	core	IRB	UNK	irb_exit	UNK=irb UNK=ret
ruby	core	IRB	UNK	print_usage	void
ruby	core	IRB	UNK	start	UNK=ap_path
ruby	core	IRB	UNK	version	void
ruby	core	Object	UNK	default_src_encoding	void
ruby	core	Object	UNK	xmp	UNK=exps UNK=bind
ruby	core	XMP	instance	new	UNK=bind
ruby	core	XMP	UNK	puts	UNK=exps
ruby	XMP	StringInputMethod	instance	new	void
ruby	XMP	StringInputMethod	bool	eof?	void
ruby	XMP	StringInputMethod	UNK	gets	void
ruby	XMP	StringInputMethod	UNK	puts	UNK=exps
ruby	IRB	Context	instance	new	UNK=irb UNK=workspace UNK=input_method UNK=output_method
ruby	IRB	Context	UNK	change_workspace	UNK=_main
ruby	IRB	Context	bool	debug?	void
ruby	IRB	Context	UNK	debug_level=	UNK=value
ruby	IRB	Context	UNK	eval_history=	UNK=no
ruby	IRB	Context	UNK	exit	UNK=ret
ruby	IRB	Context	bool	file_input?	void
ruby	IRB	Context	UNK	history_file	void
ruby	IRB	Context	UNK	history_file=	UNK=hist
ruby	IRB	Context	UNK	home_workspace	void
ruby	IRB	Context	bool	inspect?	void
ruby	IRB	Context	UNK	inspect_mode=	UNK=opt
ruby	IRB	Context	UNK	irb_level	void
ruby	IRB	Context	UNK	main	void
ruby	IRB	Context	UNK	math_mode=	UNK=opt
ruby	IRB	Context	UNK	pop_workspace	void
ruby	IRB	Context	UNK	prompt_mode=	UNK=mode
ruby	IRB	Context	bool	prompting?	void
ruby	IRB	Context	UNK	push_workspace	UNK=_main
ruby	IRB	Context	UNK	save_history	void
ruby	IRB	Context	UNK	save_history=	UNK=val
ruby	IRB	Context	UNK	set_last_value	UNK=value
ruby	IRB	Context	UNK	use_loader	void
ruby	IRB	Context	UNK	use_loader=	UNK=opt
ruby	IRB	Context	UNK	use_readline=	UNK=opt
ruby	IRB	Context	UNK	use_tracer=	UNK=opt
ruby	IRB	Context	bool	verbose?	void
ruby	IRB	Context	UNK	workspaces	void
ruby	IRB	ContextExtender	UNK	def_extend_command	UNK=cmd_name UNK=load_file UNK=aliases
ruby	IRB	ContextExtender	UNK	install_extend_commands	void
ruby	IRB	ExtendCommandBundle	UNK	def_extend_command	UNK=cmd_name UNK=cmd_class UNK=load_file UNK=aliases
ruby	IRB	ExtendCommandBundle	UNK	extend_object	UNK=obj
ruby	IRB	ExtendCommandBundle	UNK	install_extend_commands	void
ruby	IRB	ExtendCommandBundle	UNK	install_alias_method	UNK=to UNK=from UNK=override
ruby	IRB	ExtendCommandBundle	UNK	irb_context	void
ruby	IRB	ExtendCommandBundle	UNK	irb_load	UNK=opts UNK=&b;
ruby	IRB	ExtendCommandBundle	UNK	irb_require	UNK=opts UNK=&b;
ruby	IRB	FileInputMethod	instance	new	UNK=file
ruby	IRB	FileInputMethod	UNK	encoding	void
ruby	IRB	FileInputMethod	bool	eof?	void
ruby	IRB	FileInputMethod	UNK	gets	void
ruby	IRB	Frame	UNK	bottom	UNK=n
ruby	IRB	Frame	instance	new	void
ruby	IRB	Frame	UNK	sender	void
ruby	IRB	Frame	UNK	top	UNK=n
ruby	IRB	Frame	UNK	trace_func	UNK=event UNK=file UNK=line UNK=id UNK=binding
ruby	IRB	InputMethod	instance	new	UNK=file
ruby	IRB	InputMethod	UNK	gets	void
ruby	IRB	InputMethod	bool	readable_after_eof?	void
ruby	IRB	Inspector	UNK	keys_with_inspector	UNK=inspector
ruby	IRB	Inspector	instance	new	UNK=inspect_proc UNK=init_proc
ruby	IRB	Inspector	UNK	init	void
ruby	IRB	Inspector	UNK	inspect_value	UNK=v
ruby	IRB	Irb	instance	new	UNK=workspace UNK=input_method UNK=output_method
ruby	IRB	Irb	UNK	eval_input	void
ruby	IRB	Irb	UNK	inspect	void
ruby	IRB	Irb	UNK	signal_handle	void
ruby	IRB	Irb	UNK	signal_status	UNK=status
ruby	IRB	Irb	UNK	suspend_context	UNK=context
ruby	IRB	Irb	UNK	suspend_input_method	UNK=input_method
ruby	IRB	Irb	UNK	suspend_name	UNK=path UNK=name
ruby	IRB	Irb	UNK	suspend_workspace	UNK=workspace
ruby	IRB	IrbLoader	UNK	irb_load	UNK=fn UNK=priv
ruby	IRB	IrbLoader	UNK	load_file	UNK=path UNK=priv
ruby	IRB	IrbLoader	UNK	source_file	UNK=path
ruby	IRB	JobManager	instance	new	void
ruby	IRB	JobManager	UNK	delete	UNK=key
ruby	IRB	JobManager	UNK	insert	UNK=irb
ruby	IRB	JobManager	UNK	inspect	void
ruby	IRB	JobManager	UNK	irb	UNK=key
ruby	IRB	JobManager	UNK	kill	UNK=keys
ruby	IRB	JobManager	UNK	main_irb	void
ruby	IRB	JobManager	UNK	main_thread	void
ruby	IRB	JobManager	UNK	n_jobs	void
ruby	IRB	JobManager	UNK	search	UNK=key
ruby	IRB	JobManager	UNK	switch	UNK=key
ruby	IRB	JobManager	UNK	thread	UNK=key
ruby	IRB	MethodExtender	UNK	def_post_proc	UNK=base_method UNK=extend_method
ruby	IRB	MethodExtender	UNK	def_pre_proc	UNK=base_method UNK=extend_method
ruby	IRB	MethodExtender	UNK	new_alias_name	UNK=name UNK=prefix UNK=postfix
ruby	IRB	Notifier	UNK	def_notifier	UNK=prefix UNK=output_method
ruby	IRB	OutputMethod	UNK	parse_printf_format	UNK=format UNK=opts
ruby	IRB	OutputMethod	UNK	pp	UNK=objs
ruby	IRB	OutputMethod	UNK	ppx	UNK=prefix UNK=objs
ruby	IRB	OutputMethod	UNK	print	UNK=opts
ruby	IRB	OutputMethod	UNK	printf	UNK=format UNK=opts
ruby	IRB	OutputMethod	UNK	printn	UNK=opts
ruby	IRB	OutputMethod	UNK	puts	UNK=objs
ruby	IRB	ReadlineInputMethod	instance	new	void
ruby	IRB	ReadlineInputMethod	UNK	encoding	void
ruby	IRB	ReadlineInputMethod	bool	eof?	void
ruby	IRB	ReadlineInputMethod	UNK	gets	void
ruby	IRB	ReadlineInputMethod	UNK	line	UNK=line_no
ruby	IRB	ReadlineInputMethod	bool	readable_after_eof?	void
ruby	IRB	StdioInputMethod	instance	new	void
ruby	IRB	StdioInputMethod	UNK	encoding	void
ruby	IRB	StdioInputMethod	bool	eof?	void
ruby	IRB	StdioInputMethod	UNK	gets	void
ruby	IRB	StdioInputMethod	UNK	line	UNK=line_no
ruby	IRB	StdioInputMethod	bool	readable_after_eof?	void
ruby	IRB	StdioOutputMethod	UNK	print	UNK=opts
ruby	IRB	WorkSpace	instance	new	UNK=main
ruby	IRB	WorkSpace	UNK	evaluate	UNK=context UNK=statements UNK=file UNK=line
ruby	IRB	WorkSpace	UNK	filter_backtrace	UNK=bt
ruby	IRB.Notifier	AbstractNotifier	instance	new	UNK=prefix UNK=base_notifier
ruby	IRB.Notifier	AbstractNotifier	UNK	exec_if	void
ruby	IRB.Notifier	AbstractNotifier	bool	notify?	void
ruby	IRB.Notifier	CompositeNotifier	instance	new	UNK=prefix UNK=base_notifier
ruby	IRB.Notifier	CompositeNotifier	UNK	def_notifier	UNK=level UNK=prefix
ruby	IRB.Notifier	CompositeNotifier	UNK	level_notifier=	UNK=value
ruby	IRB.Notifier	LeveledNotifier	instance	new	UNK=base UNK=level UNK=prefix
ruby	IRB.Notifier	LeveledNotifier	UNK	<=>	UNK=other
ruby	IRB.Notifier	LeveledNotifier	bool	notify?	void
ruby	IRB.Notifier	NoMsgNotifier	instance	new	void
ruby	IRB.Notifier	NoMsgNotifier	bool	notify?	void
ruby	core	BigDecimal	UNK	json_create	UNK=object
ruby	core	BigDecimal	UNK	as_json	void
ruby	core	BigDecimal	UNK	to_json	void
ruby	core	Class	bool	json_creatable?	void
ruby	core	Complex	UNK	json_create	UNK=object
ruby	core	Complex	UNK	as_json	void
ruby	core	Complex	UNK	to_json	void
ruby	core	Date	UNK	json_create	UNK=object
ruby	core	Date	UNK	as_json	void
ruby	core	Date	UNK	to_json	UNK=args
ruby	core	DateTime	UNK	json_create	UNK=object
ruby	core	DateTime	UNK	as_json	void
ruby	core	DateTime	UNK	to_json	UNK=args
ruby	core	Exception	UNK	json_create	UNK=object
ruby	core	Exception	UNK	as_json	void
ruby	core	Exception	UNK	to_json	UNK=args
ruby	core	JSON	UNK	[]	UNK=object UNK=opts
ruby	core	JSON	UNK	iconv	UNK=to UNK=from UNK=string
ruby	core	JSON	UNK	dump	UNK=obj UNK=anIO UNK=limit
ruby	core	JSON	UNK	fast_generate	UNK=obj UNK=opts
ruby	core	JSON	UNK	generate	UNK=obj UNK=opts
ruby	core	JSON	UNK	load	UNK=source UNK=proc UNK=options
ruby	core	JSON	UNK	parse	UNK=source UNK=opts
ruby	core	JSON	UNK	parse!	UNK=source UNK=opts
ruby	core	JSON	UNK	pretty_generate	UNK=obj UNK=opts
ruby	core	JSON	UNK	recurse_proc	UNK=result UNK=&proc;
ruby	core	OpenStruct	UNK	json_create	UNK=object
ruby	core	OpenStruct	UNK	as_json	void
ruby	core	OpenStruct	UNK	to_json	UNK=args
ruby	core	Range	UNK	json_create	UNK=object
ruby	core	Range	UNK	as_json	void
ruby	core	Range	UNK	to_json	UNK=args
ruby	core	Rational	UNK	json_create	UNK=object
ruby	core	Rational	UNK	as_json	void
ruby	core	Rational	UNK	to_json	void
ruby	core	Regexp	UNK	json_create	UNK=object
ruby	core	Regexp	UNK	as_json	void
ruby	core	Regexp	UNK	to_json	void
ruby	core	Struct	UNK	json_create	UNK=object
ruby	core	Struct	UNK	as_json	void
ruby	core	Struct	UNK	to_json	UNK=args
ruby	core	Symbol	UNK	json_create	UNK=o
ruby	core	Symbol	UNK	as_json	void
ruby	core	Symbol	UNK	to_json	UNK=a
ruby	core	Time	UNK	json_create	UNK=object
ruby	core	Time	UNK	as_json	void
ruby	core	Time	UNK	to_json	UNK=args
ruby	JSON.Ext	Parser	instance	new	UNK=source UNK=opts
ruby	JSON.Ext	Parser	UNK	parse	void
ruby	JSON.Ext	Parser	bool	quirks_mode?	void
ruby	JSON.Ext	Parser	UNK	source	void
ruby	JSON.Ext.Generator	State	UNK	from_state	UNK=opts
ruby	JSON.Ext.Generator	State	instance	new	UNK=opts
ruby	JSON.Ext.Generator	State	UNK	[]	UNK=name
ruby	JSON.Ext.Generator	State	UNK	[]=	UNK=name UNK=value
ruby	JSON.Ext.Generator	State	bool	allow_nan?	void
ruby	JSON.Ext.Generator	State	UNK	array_nl	void
ruby	JSON.Ext.Generator	State	UNK	array_nl=	UNK=array_nl
ruby	JSON.Ext.Generator	State	bool	ascii_only?	void
ruby	JSON.Ext.Generator	State	UNK	buffer_initial_length	void
ruby	JSON.Ext.Generator	State	UNK	buffer_initial_length=	UNK=length
ruby	JSON.Ext.Generator	State	bool	check_circular?	void
ruby	JSON.Ext.Generator	State	UNK	configure	UNK=opts
ruby	JSON.Ext.Generator	State	UNK	depth	void
ruby	JSON.Ext.Generator	State	UNK	depth=	UNK=depth
ruby	JSON.Ext.Generator	State	UNK	generate	UNK=obj
ruby	JSON.Ext.Generator	State	UNK	indent	void
ruby	JSON.Ext.Generator	State	UNK	indent=	UNK=indent
ruby	JSON.Ext.Generator	State	UNK	initialize_copy	UNK=orig
ruby	JSON.Ext.Generator	State	UNK	max_nesting	void
ruby	JSON.Ext.Generator	State	UNK	max_nesting=	UNK=depth
ruby	JSON.Ext.Generator	State	UNK	object_nl	void
ruby	JSON.Ext.Generator	State	UNK	object_nl=	UNK=object_nl
ruby	JSON.Ext.Generator	State	bool	quirks_mode?	void
ruby	JSON.Ext.Generator	State	UNK	quirks_mode=	UNK=enable
ruby	JSON.Ext.Generator	State	UNK	space	void
ruby	JSON.Ext.Generator	State	UNK	space=	UNK=space
ruby	JSON.Ext.Generator	State	UNK	space_before	void
ruby	JSON.Ext.Generator	State	UNK	space_before=	UNK=space_before
ruby	JSON.Ext.Generator	State	UNK	to_h	void
ruby	JSON.Ext.Generator.GeneratorMethods	Array	UNK	to_json	UNK=state
ruby	JSON.Ext.Generator.GeneratorMethods	Bignum	UNK	to_json	void
ruby	JSON.Ext.Generator.GeneratorMethods	FalseClass	UNK	to_json	void
ruby	JSON.Ext.Generator.GeneratorMethods	Fixnum	UNK	to_json	void
ruby	JSON.Ext.Generator.GeneratorMethods	Float	UNK	to_json	void
ruby	JSON.Ext.Generator.GeneratorMethods	Hash	UNK	to_json	UNK=state
ruby	JSON.Ext.Generator.GeneratorMethods	NilClass	UNK	to_json	void
ruby	JSON.Ext.Generator.GeneratorMethods	Object	UNK	to_json	void
ruby	JSON.Ext.Generator.GeneratorMethods	String	UNK	included	UNK=modul
